visible_mean,visible_max,visible_min,visible_mean_distribution,visible_contrast,visible_entropy,visible_second_angular_momentum,IR_mean,IR_max,IR_min,log_entropy,entropy_x_contrast,IR_norm_range
12.0,105.0,41.4961,0.0588,360.875,0.0347,3.5334,181.0,233.0,216.2734,-3.3610155920293234,12.5223625,0.09241215469613255
12.0,137.0,51.0352,0.07200000000000001,584.0667,0.027999999999999997,3.7435,167.0,233.0,210.4688,-3.575550768806933,16.353867599999997,0.13491736526946116
10.0,182.0,106.7813,0.1244,1534.4332,0.019,4.1332,151.0,233.0,176.25,-3.9633162998156966,29.154230799999997,0.3758278145695364
22.0,198.0,129.5039,0.0876,801.9874,0.0233,3.9221,151.0,225.0,166.3086,-3.759301918410482,18.68630642,0.38868476821192044
6.0,215.0,108.1289,0.0938,950.525,0.0233,3.9730000000000003,152.0,236.0,179.5859,-3.759301918410482,22.1472325,0.37114539473684205
5.0,213.0,83.1211,0.0781,701.7667,0.027000000000000003,3.8126,153.0,237.0,190.1406,-3.6119184129778077,18.9477009,0.3062705882352941
3.0,177.0,26.8125,0.0349,271.0792,0.1171,2.8282,154.0,239.0,223.1211,-2.1447270083784655,31.74337432,0.10310974025974018
3.0,195.0,58.9219,0.0575,614.7667,0.1009,3.1781,153.0,240.0,209.625,-2.2936253516225737,62.029960030000005,0.19852941176470587
7.0,201.0,121.0664,0.0758,676.35,0.0275,3.7934,77.0,237.0,154.6992,-3.5935692743096115,18.599625,1.0688415584415585
8.0,124.0,43.4063,0.0398,230.2292,0.0509,3.2430000000000003,59.0,227.0,172.6563,-2.9778923554256598,11.718666279999999,0.9210796610169494
8.0,166.0,69.9609,0.0659,542.725,0.0317,3.6293,150.0,233.0,190.8125,-3.451438598098902,17.2043825,0.28125
13.0,178.0,91.9688,0.1058,1085.3584,0.0202,4.0505,149.0,233.0,183.2969,-3.902072674574978,21.92423968,0.33357785234899334
7.0,189.0,103.625,0.0889,813.8126,0.0233,3.9156,150.0,236.0,178.7422,-3.759301918410482,18.96183358,0.3817186666666667
7.0,188.0,84.0508,0.0947,901.7875,0.021,3.9842,150.0,236.0,187.5078,-3.863232841258714,18.9375375,0.3232813333333333
7.0,171.0,73.6289,0.08,740.1833,0.0255,3.8339,151.0,236.0,193.3711,-3.6690768268177565,18.87467415,0.28231059602649
6.0,189.0,65.3516,0.0848,797.3792,0.0241,3.8927,150.0,236.0,199.9023,-3.725543438485528,19.21683872,0.24065133333333336
9.0,178.0,103.9961,0.1142,1293.8959,0.0186,4.1176,151.0,232.0,176.5898,-3.9845936982629815,24.066463739999996,0.36695496688741724
9.0,187.0,76.4453,0.0962,953.1791,0.0214,3.9942,150.0,231.0,191.9688,-3.844364356954331,20.398032739999998,0.2602080000000001
10.0,169.0,68.0156,0.0867,817.6666,0.0233,3.9259,154.0,231.0,196.6953,-3.759301918410482,19.05163178,0.22275779220779218
10.0,166.0,74.7852,0.0996,1016.4583,0.0216,4.013,155.0,230.0,194.5898,-3.835061964292018,21.95549928,0.22845290322580647
11.0,157.0,65.6172,0.0945,922.4584,0.0237,3.9493,160.0,231.0,199.9414,-3.7422802308410517,21.86226408,0.19411625000000007
4.0,144.0,28.6445,0.0533,383.5667,0.0395,3.4849,163.0,234.0,220.2539,-3.2314546070750607,15.150884650000002,0.08433190184049087
4.0,94.0,17.5625,0.0357,212.0,0.0617,3.1088,186.0,234.0,226.668,-2.785471348070795,13.0804,0.03941935483870964
4.0,61.0,10.457,0.0166,46.9792,0.1185,2.4576,198.0,234.0,230.6445,-2.132842318406951,5.567035199999999,0.016946969696969728
5.0,97.0,21.7852,0.0391,227.6583,0.0538,3.2015,191.0,235.0,225.25,-2.9224818118143983,12.24801654,0.051047120418848166
7.0,153.0,48.3359,0.0769,732.0042,0.0291,3.7615,161.0,237.0,211.332,-3.5370171048046903,21.30132222,0.15942857142857148
7.0,157.0,82.5742,0.0933,894.1209,0.0224,3.9413,158.0,236.0,190.6445,-3.7986943201211427,20.02830816,0.28706012658227853
6.0,125.0,30.8516,0.0521,345.225,0.0393,3.4754,172.0,237.0,222.2344,-3.2365307601069215,13.567342500000002,0.08584651162790702
6.0,64.0,15.7305,0.0249,89.2917,0.0808,2.8185,213.0,237.0,231.6563,-2.5157783134550873,7.21476936,0.025087793427230106
7.0,52.0,20.4023,0.0317,116.7208,0.0561,3.0741,210.0,236.0,227.7109,-2.8806194664534863,6.54803688,0.039471904761904715
7.0,84.0,18.8906,0.0326,173.2833,0.0695,3.0419,195.0,236.0,227.168,-2.6664285264113907,12.04318935,0.04529230769230766
9.0,106.0,34.4063,0.057,356.3791,0.0333,3.5622,182.0,235.0,219.6797,-3.402197881995739,11.86742403,0.08417747252747254
10.0,150.0,56.3711,0.0721,547.4083,0.0282,3.7506,161.0,236.0,207.9805,-3.5684333010380693,15.436914060000001,0.17403416149068318
15.0,140.0,60.5469,0.0692,496.1917,0.0295,3.6945,163.0,231.0,205.1367,-3.523365015636363,14.63765515,0.15867055214723932
4.0,168.0,47.4375,0.0855,948.3625,0.031,3.8139999999999996,152.0,237.0,206.0938,-3.473768074496991,29.399237499999998,0.20333026315789482
4.0,157.0,61.0078,0.0869,885.1249,0.0246,3.9049,155.0,238.0,200.3516,-3.70500883604382,21.774072540000002,0.2428929032258065
5.0,224.0,97.0195,0.0839,798.946,0.0249,3.8629,153.0,239.0,188.3047,-3.6928874755114753,19.8937554,0.3313418300653595
4.0,161.0,43.8945,0.071,679.4,0.0315,3.7563,153.0,239.0,214.5625,-3.4577677331505496,21.4011,0.1597222222222222
4.0,182.0,64.0859,0.0945,919.7751,0.0215,3.9708,151.0,238.0,200.8906,-3.83970234384852,19.775164649999997,0.2457576158940397
4.0,182.0,56.2305,0.0478,249.175,0.0395,3.4054,65.0,238.0,197.207,-3.2314546070750607,9.8424125,0.6275846153846155
5.0,152.0,43.4297,0.0569,576.2334,0.0491,3.4366,127.0,238.0,210.2188,-3.0138962441816624,28.293059939999996,0.2187496062992127
13.0,168.0,77.4258,0.0474,253.6792,0.0395,3.4025,55.0,217.0,146.25,-3.2314546070750607,10.0203284,1.2863636363636364
6.0,164.0,78.375,0.061,405.325,0.031,3.6235,131.0,236.0,180.3594,-3.473768074496991,12.565075,0.42473740458015274
4.0,162.0,45.5078,0.0765,767.7626,0.031,3.7926,151.0,238.0,208.9531,-3.473768074496991,23.8006406,0.19236357615894037
4.0,190.0,37.6953,0.0549,575.3,0.1141,3.1594,153.0,240.0,219.4688,-2.1706800221141074,65.64173,0.1341908496732027
4.0,189.0,46.25,0.0591,718.1918,0.1233,3.1235,151.0,239.0,215.3125,-2.0931348688118385,88.55304894,0.15687086092715233
19.0,179.0,91.79299999999999,0.0972,1048.275,0.0227,3.9663,153.0,228.0,184.6328,-3.78539035449478,23.795842500000003,0.2834457516339869
5.0,169.0,60.9102,0.0964,1006.0501,0.022000000000000002,3.9976,155.0,237.0,202.3008,-3.816712825623821,22.133102200000003,0.22386580645161283
7.0,179.0,63.7422,0.1006,1071.4249,0.0211,4.0339,154.0,236.0,200.0625,-3.858482238500116,22.60706539,0.2333603896103896
7.0,177.0,74.5078,0.0951,1087.2251,0.0241,3.9288,152.0,233.0,194.1328,-3.725543438485528,26.202124910000002,0.2557052631578947
12.0,183.0,99.9375,0.0839,737.5167,0.0235,3.8807,152.0,228.0,178.8555,-3.750754857832024,17.33164245,0.3233190789473684
7.0,189.0,80.5117,0.0771,648.3583,0.0268,3.7921,153.0,235.0,189.6445,-3.619353391465326,17.37600244,0.29644117647058826
13.0,189.0,104.625,0.0963,929.8791,0.0231,3.9346,151.0,227.0,177.1563,-3.767922661454389,21.48020721,0.33009072847682125
9.0,179.0,95.3164,0.0925,831.4083,0.024,3.8765,153.0,232.0,183.6719,-3.7297014486341915,19.953799200000002,0.31586993464052293
5.0,147.0,45.4648,0.0721,597.7458,0.0284,3.7547,157.0,237.0,211.5039,-3.5613661338149765,16.975980720000003,0.16239554140127396
5.0,94.0,20.5938,0.0441,248.35,0.0483,3.2979,186.0,236.0,225.125,-3.03032371832361,11.995305,0.05846774193548387
6.0,125.0,40.3828,0.0722,564.6875,0.0283,3.7342,172.0,235.0,214.4922,-3.564893474332945,15.98065625,0.11923139534883723
11.0,136.0,60.6641,0.09,851.3667,0.0238,3.9051,170.0,235.0,206.6172,-3.738069698304708,20.26252746,0.16695764705882354
7.0,174.0,45.5234,0.0802,732.45,0.0264,3.8021,159.0,236.0,215.5273,-3.6343912688298667,19.33668,0.12875911949685537
5.0,116.0,17.6602,0.0332,263.2917,0.1148,2.812,176.0,238.0,230.2891,-2.164563795096671,30.22588716,0.043811931818181875
5.0,70.0,12.2969,0.0186,69.525,0.1573,2.4648,200.0,239.0,233.5234,-1.8496004689179049,10.9362825,0.027382999999999953
5.0,118.0,35.6602,0.0539,355.0542,0.0385,3.5045,174.0,237.0,219.3516,-3.2570970376883985,13.669586699999998,0.10142758620689661
10.0,118.0,42.5859,0.0582,403.9167,0.0355,3.551,174.0,233.0,214.8086,-3.338222582500767,14.339042849999998,0.1045482758620689
12.0,157.0,61.1992,0.0746,547.9626,0.0298,3.6918,161.0,233.0,203.5313,-3.513246885470778,16.32928548,0.18303540372670815
9.0,159.0,45.0156,0.0653,466.8917,0.0305,3.6761,160.0,235.0,214.3672,-3.4900285953687713,14.24019685,0.12895500000000001
14.0,163.0,64.5586,0.0785,637.1417,0.0283,3.7834,158.0,233.0,203.5117,-3.564893474332945,18.03111011,0.18663481012658234
7.0,166.0,72.0156,0.1129,1359.3418,0.0212,4.0516,159.0,237.0,196.4023,-3.8537540973041704,28.818046159999998,0.2553314465408805
12.0,158.0,78.293,0.0853,780.3292,0.0257,3.8475,157.0,233.0,189.5586,-3.661264287080963,20.05446044,0.2766968152866241
35.0,198.0,101.1094,0.0712,524.2876,0.0272,3.7230000000000003,155.0,215.0,180.1602,-3.6045383056801854,14.260622719999999,0.22477290322580643
39.0,195.0,131.2539,0.069,469.7583,0.0276,3.6791,153.0,214.0,165.8008,-3.5899395062590327,12.96532908,0.3150274509803921
4.0,179.0,62.2539,0.0854,905.2333,0.0265,3.8757,153.0,238.0,204.3789,-3.6306105459899607,23.98868245,0.21974575163398702
4.0,213.0,119.9648,0.0745,618.7792,0.0281,3.7773,45.0,239.0,163.9141,-3.571985702642437,17.387695519999998,1.6685755555555557
35.0,221.0,136.0742,0.0841,725.5333,0.0261,3.8019,65.0,220.0,157.1016,-3.6458199646534895,18.93641913,0.9676676923076925
58.0,217.0,142.4961,0.0569,351.4125,0.0334,3.548,6.0,162.0,80.3164,-3.3991993789994823,11.7371775,13.613933333333334
37.0,165.0,118.75,0.0403,172.4625,0.0475,3.2474,78.0,186.0,130.7383,-3.0470255679415414,8.191968750000001,0.7084833333333332
5.0,150.0,62.0859,0.0404,183.8167,0.0485,3.2203,139.0,238.0,193.7813,-3.0261914810386994,8.91510995,0.3181201438848922
4.0,93.0,19.9805,0.0235,93.7375,0.1048,2.722,184.0,239.0,228.0781,-2.2557015070951953,9.823690000000001,0.059358152173913006
4.0,182.0,43.3984,0.0539,397.3417,0.0434,3.4657,153.0,238.0,214.7773,-3.137295837875778,17.24462978,0.15178235294117648
14.0,189.0,95.8477,0.1037,1176.8668,0.0197,4.0637,154.0,233.0,183.1172,-3.9271366432381942,23.184275959999997,0.3239142857142857
11.0,180.0,79.3711,0.0825,668.7709,0.0242,3.8326,152.0,230.0,189.2305,-3.7214026458194964,16.18425578,0.26822039473684206
5.0,169.0,45.2383,0.075,799.4958,0.0332,3.7414,155.0,236.0,211.6172,-3.405205403059694,26.54326056,0.15730838709677422
5.0,170.0,33.3945,0.063,663.4084,0.0471,3.5199,161.0,236.0,218.9219,-3.055482277959765,31.246535640000005,0.10607515527950315
5.0,205.0,99.9414,0.1065,1388.9626,0.0221,4.0489,152.0,236.0,186.0313,-3.81217767045843,30.696073460000004,0.32874144736842115
19.0,187.0,95.0781,0.0953,968.8416,0.023,3.9469,154.0,230.0,183.8008,-3.7722610630529876,22.2833568,0.29999480519480515
14.0,173.0,78.4219,0.0946,896.3542,0.0219,3.9692,154.0,234.0,193.5469,-3.8212686421596818,19.63015698,0.2626824675324676
10.0,184.0,84.5586,0.0981,1073.5375,0.0215,4.0272,151.0,237.0,193.4531,-3.83970234384852,23.081056249999996,0.2883900662251655
10.0,204.0,98.4141,0.095,983.5042,0.0216,3.9957,152.0,237.0,186.1641,-3.835061964292018,21.24369072,0.33444671052631586
11.0,197.0,97.0078,0.0932,955.4875,0.0233,3.9227,153.0,231.0,184.0898,-3.759301918410482,22.26285875,0.306602614379085
9.0,171.0,87.6211,0.0924,840.9417,0.0238,3.8794,153.0,231.0,187.6367,-3.738069698304708,20.01441246,0.28342026143790855
15.0,159.0,75.3828,0.1005,1087.3751,0.0213,4.0304,157.0,232.0,198.543,-3.8490482062667577,23.16108963,0.21310191082802543
12.0,174.0,70.9336,0.0953,957.6626,0.0219,3.9634,159.0,234.0,203.3008,-3.8212686421596818,20.97281094,0.19307672955974836
5.0,173.0,48.1641,0.0721,630.2791,0.0291,3.7812,162.0,236.0,212.6133,-3.5370171048046903,18.34112181,0.1443623456790123
5.0,136.0,20.0273,0.036000000000000004,257.6458,0.09300000000000001,2.9908,170.0,239.0,229.375,-2.375155785828881,23.961059400000003,0.05661764705882353
5.0,56.0,9.1563,0.0101,32.6667,0.2477,1.8889,212.0,237.0,234.7891,-1.3955369424868231,8.09154159,0.010428773584905704
7.0,121.0,34.1797,0.0414,296.4417,0.1252,2.958,169.0,236.0,219.8555,-2.077842820316139,37.114500840000005,0.09552958579881653
26.0,194.0,115.9531,0.0806,697.8165,0.0261,3.8202,153.0,222.0,173.4766,-3.6458199646534895,18.21301065,0.31714640522875825
8.0,152.0,41.9141,0.0559,383.0833,0.0389,3.5219,158.0,238.0,214.8828,-3.2467610283577364,14.901940369999998,0.14631139240506327
8.0,131.0,39.1484,0.0658,519.0876,0.0315,3.6908,170.0,239.0,218.0234,-3.4577677331505496,16.3512594,0.1233917647058823
4.0,199.0,61.0703,0.075,674.8499,0.0306,3.7775,155.0,240.0,204.8398,-3.486755270023802,20.65040694,0.22684
5.0,199.0,96.9922,0.076,714.3752,0.0296,3.745,155.0,240.0,186.7305,-3.519980917652122,21.145505919999998,0.3436741935483871
96.0,218.0,167.1484,0.0645,431.3209,0.0308,3.6145,153.0,177.0,157.3711,-3.4802405890026082,13.28468372,0.1282934640522875
41.0,197.0,143.6289,0.0586,383.4459,0.0343,3.5625,153.0,217.0,161.1641,-3.372609924810243,13.152194369999998,0.3649405228758171
4.0,166.0,53.5469,0.0812,872.3251,0.0284,3.8521,156.0,239.0,208.1836,-3.5613661338149765,24.77403284,0.19754102564102555
4.0,168.0,61.0234,0.0914,993.1415,0.0258,3.9558,155.0,239.0,203.9375,-3.6573807870545654,25.6230507,0.22620967741935483
5.0,195.0,67.9102,0.128,1989.3917,0.0209,4.1868,132.0,238.0,202.3711,-3.868006120011372,41.57828652999999,0.269915909090909
6.0,229.0,97.625,0.0719,613.7458,0.0301,3.7243,1.0,237.0,134.0742,-3.503230107227307,18.47374858,102.92580000000001
55.0,190.0,113.5586,0.0589,387.3833,0.0358,3.5328,47.0,148.0,102.4922,-3.3298073855754824,13.86832214,0.9682510638297873
24.0,182.0,108.0859,0.0566,379.5084,0.0353,3.5302,93.0,222.0,154.707,-3.343872315042886,13.39664652,0.7235806451612904
19.0,176.0,93.3633,0.0703,511.6166,0.0276,3.7177,155.0,227.0,185.0664,-3.5899395062590327,14.12061816,0.2705393548387098
11.0,199.0,111.0195,0.0938,972.0583,0.0239,3.9395,152.0,234.0,178.4883,-3.733876820044672,23.23219337,0.36520855263157886
12.0,166.0,81.5664,0.0862,802.5792,0.0237,3.8782,153.0,229.0,188.4922,-3.7422802308410517,19.02112704,0.2647568627450981
9.0,167.0,61.8086,0.0704,536.7501,0.0289,3.7088,155.0,231.0,200.7109,-3.543913683863751,15.512077889999999,0.1954135483870967
17.0,157.0,68.3047,0.055999999999999994,342.5375,0.0335,3.5439999999999996,157.0,227.0,196.1602,-3.396209840151116,11.475006250000002,0.19643184713375794
5.0,174.0,81.8438,0.061,410.7584,0.0314,3.6298,153.0,236.0,188.5625,-3.4609473860679296,12.897813759999998,0.31004901960784315
6.0,167.0,50.168,0.0772,754.1251,0.0279,3.8231,157.0,237.0,210.418,-3.579128590154817,21.040090290000002,0.169312101910828
7.0,177.0,81.7383,0.109,1259.3628,0.0214,4.0212,157.0,236.0,194.1172,-3.844364356954331,26.95036392,0.2667694267515924
10.0,157.0,71.6641,0.0954,959.3207,0.0227,3.9584,155.0,237.0,199.5195,-3.78539035449478,21.77657989,0.24180967741935488
6.0,135.0,56.3633,0.0805,749.2582,0.0265,3.855,165.0,241.0,208.1563,-3.6306105459899607,19.8553423,0.19905272727272735
7.0,155.0,44.6367,0.0653,549.5833,0.0362,3.6145,161.0,240.0,215.7852,-3.3186961601504117,19.894915460000004,0.15040248447204968
7.0,179.0,81.9336,0.0796,701.3708,0.025,3.8536,153.0,238.0,194.7969,-3.6888794541139363,17.534270000000003,0.28237320261437915
7.0,176.0,81.75,0.0976,1012.6793,0.0217,3.9989999999999997,153.0,238.0,193.0781,-3.830443018435723,21.97514081,0.2936071895424836
9.0,182.0,75.8359,0.1063,1156.5585,0.0199,4.0436,155.0,237.0,199.1133,-3.9170355472516905,23.01551415,0.2444303225806451
11.0,183.0,80.6367,0.1057,1190.2375,0.0212,4.0224,155.0,234.0,197.3398,-3.8537540973041704,25.233034999999997,0.23651741935483872
14.0,192.0,97.6016,0.0854,758.9916,0.0238,3.8802,155.0,233.0,186.6211,-3.738069698304708,18.06400008,0.29921870967741926
10.0,177.0,81.7539,0.0744,577.2333,0.0269,3.7812,154.0,236.0,193.4258,-3.6156289923743437,15.52757577,0.2764558441558441
8.0,151.0,59.1992,0.0832,721.5791,0.0235,3.8948,158.0,234.0,205.9375,-3.750754857832024,16.95710885,0.1776107594936709
7.0,152.0,29.6172,0.0472,336.2209,0.0535,3.3347,166.0,236.0,222.5391,-2.928073625080176,17.98781815,0.08108975903614464
9.0,157.0,38.3633,0.0559,497.275,0.0497,3.4708,154.0,234.0,216.7461,-3.001750345879554,24.7145675,0.1120383116883116
7.0,91.0,25.6641,0.0403,266.9459,0.065,3.1878,192.0,237.0,225.2227,-2.7333680090865,17.3514835,0.06134010416666665
7.0,85.0,13.6797,0.018000000000000002,85.6792,0.1923,2.2792,198.0,239.0,232.918,-1.648698626387403,16.476110159999998,0.030717171717171685
4.0,162.0,39.875,0.0592,519.0958,0.0416,3.5424,155.0,239.0,218.332,-3.1796551117149194,21.59438528,0.13334193548387102
5.0,179.0,44.8711,0.0549,455.2959,0.0444,3.4642,155.0,240.0,213.4922,-3.114515809543958,20.215137960000003,0.17101806451612905
10.0,200.0,98.3945,0.1145,1335.8457,0.0177,4.1446,154.0,236.0,184.3867,-4.034190639402354,23.644468890000002,0.3351512987012988
6.0,169.0,61.4141,0.0703,636.0584,0.0303,3.7068,155.0,239.0,204.5977,-3.4966075664668135,19.27256952,0.22195032258064515
9.0,149.0,52.8516,0.069,545.2167,0.0307,3.6996,160.0,236.0,207.9727,-3.4834926243889854,16.73815269,0.17517062499999997
7.0,176.0,69.7461,0.0907,964.5916,0.0238,3.9389999999999996,155.0,233.0,197.6406,-3.738069698304708,22.95728008,0.22812516129032254
4.0,181.0,51.957,0.1034,1252.1793,0.0219,4.0446,155.0,239.0,211.4727,-3.8212686421596818,27.42272667,0.1775954838709677
5.0,169.0,39.3125,0.07200000000000001,868.6791,0.0431,3.6115,77.0,237.0,203.2266,-3.144232281872435,37.44006921,0.4386155844155845
15.0,156.0,58.0195,0.0771,705.1,0.0256,3.8710000000000004,49.0,215.0,154.1484,-3.6651629274966204,18.05056,1.241869387755102
8.0,155.0,46.4492,0.0799,861.025,0.0295,3.772,107.0,227.0,189.1602,-3.523365015636363,25.4002375,0.35364299065420557
13.0,212.0,119.1836,0.1103,1218.421,0.0199,4.0848,134.0,228.0,169.3594,-3.9170355472516905,24.246577900000002,0.4376164179104478
5.0,199.0,90.0664,0.105,1170.2292,0.0201,4.0665,151.0,235.0,187.7969,-3.907035463917107,23.52160692,0.31260331125827817
5.0,208.0,118.9336,0.0953,1033.9834,0.0233,3.9536,148.0,235.0,174.0664,-3.759301918410482,24.091813220000002,0.4117135135135136
10.0,194.0,85.7891,0.107,1210.7958,0.0202,4.0416,150.0,231.0,189.0039,-3.902072674574978,24.45807516,0.2799740000000001
9.0,203.0,110.4414,0.092,845.2166,0.0219,3.9473,154.0,235.0,179.0625,-3.8212686421596818,18.510243539999998,0.3632305194805195
9.0,206.0,87.8633,0.0928,975.2958,0.0222,3.9753,153.0,233.0,190.0977,-3.8076629901039034,21.65156676,0.2804071895424836
12.0,194.0,92.2617,0.0963,926.2626,0.0235,3.9297,154.0,232.0,186.7617,-3.750754857832024,21.7671711,0.29375519480519485
16.0,191.0,93.1797,0.0832,666.0958,0.0252,3.8207,155.0,230.0,184.8125,-3.6809112844647593,16.78561416,0.2915322580645161
15.0,190.0,82.2031,0.0769,628.6542,0.0249,3.8413,157.0,231.0,192.8516,-3.6928874755114753,15.653489579999997,0.24298343949044593
16.0,147.0,82.3711,0.0734,541.6792,0.0277,3.7327,161.0,231.0,191.6836,-3.586322865788844,15.004513840000001,0.24420124223602477
18.0,151.0,95.1094,0.0599,376.5375,0.034,3.5603,158.0,230.0,182.4023,-3.3813947543659757,12.802275000000002,0.30125126582278483
8.0,166.0,82.6172,0.07,584.5459,0.0308,3.6982,157.0,238.0,192.1016,-3.4802405890026082,18.00401372,0.2923464968152867
9.0,168.0,59.6367,0.0847,731.1208,0.0267,3.8296,157.0,237.0,207.6719,-3.623091713575933,19.520925360000003,0.18680318471337584
8.0,157.0,53.9492,0.0932,974.6835,0.0232,3.9754,158.0,237.0,210.4531,-3.763603000309873,22.612657199999997,0.1680183544303797
9.0,169.0,62.7578,0.0983,1106.2377,0.0228,3.9603,159.0,237.0,205.793,-3.780994743021742,25.22221956,0.19627044025157228
9.0,168.0,61.2461,0.0965,1016.0208,0.0231,3.9787,160.0,237.0,206.957,-3.767922661454389,23.47008048,0.18776875000000004
8.0,176.0,66.5781,0.0909,856.1791,0.0226,3.9287,154.0,238.0,204.1563,-3.789805372703897,19.34964766,0.2197642857142858
10.0,169.0,73.5078,0.09,813.9791,0.0235,3.9079,155.0,236.0,197.6133,-3.750754857832024,19.12850885,0.247656129032258
11.0,164.0,76.7344,0.0906,850.8666,0.0228,3.9261,156.0,232.0,195.4453,-3.780994743021742,19.39975848,0.23432499999999998
12.0,172.0,66.0625,0.098,1007.3666,0.022000000000000002,3.9745,157.0,236.0,202.6523,-3.816712825623821,22.1620652,0.21240573248407646
10.0,161.0,54.9258,0.0749,605.9542,0.0275,3.7693,157.0,234.0,207.8125,-3.5935692743096115,16.6637405,0.16679936305732485
10.0,136.0,52.9727,0.0876,803.9916,0.0232,3.9174,161.0,234.0,210.5117,-3.763603000309873,18.652605119999997,0.1458900621118013
8.0,192.0,74.6133,0.0869,783.6541,0.0236,3.9067,157.0,236.0,198.8164,-3.7465085669505727,18.49423676,0.23683821656050963
5.0,169.0,52.5195,0.0788,676.7958,0.0257,3.8378,159.0,239.0,209.7813,-3.661264287080963,17.39365206,0.18376540880503153
