visible_mean,visible_max,visible_min,visible_mean_distribution,visible_contrast,visible_entropy,visible_second_angular_momentum,IR_mean,IR_max,IR_min,log_entropy,entropy_x_contrast,IR_norm_range
3.0,187.0,86.0547,0.0756,624.3583,0.0265,3.7939,150.0,239.0,189.0586,-3.6306105459899607,16.54549495,0.3329426666666666
3.4251,80.1737,8.2109,1.8125,24.4958,0.529,1.2894,10.269,42.7915,39.401,-0.6367668471238376,12.958278199999999,0.3301684682052783
4.715,29.6529,6.2064,0.6042,4.1125,0.6940000000000001,0.7732,16.6431,35.9152,34.3305,-0.3652833184753325,2.854075,0.09521663632376168
7.0,129.0,19.4648,0.0327,183.6667,0.08,2.9691,176.0,239.0,232.0781,-2.525728644308256,14.693335999999999,0.03932897727272724
2.0,161.0,58.5898,0.0895,1040.7209,0.0273,3.8755,193.0,250.0,224.4844,-3.6008685767912234,28.41168057,0.13220518134715029
22.9884,68.3497,49.7453,3.2,16.7083,0.1346,2.146,-96.4604,-21.7274,-76.0222,-2.005447861771509,2.24893718,-0.5628713959303506
6.0,206.0,91.625,0.1186,1434.1835,0.0182,4.1457,158.0,240.0,193.4961,-4.006333684899388,26.1021397,0.2943284810126581
2.0,58.0,7.125,0.0125,51.2333,0.2732,1.9272,222.0,253.0,248.6328,-1.297551151285502,13.99693756,0.01967207207207206
5.0,182.0,45.6875,0.0903,945.5792,0.0245,3.9133,169.0,249.0,225.5938,-3.709082161431456,23.166690399999997,0.13849822485207108
6.6498,102.9618,42.6912,6.075,80.8417,0.0806,2.7945,-73.4684,34.215,-17.4403,-2.5182566294695543,6.515841020000001,-0.7030954805059046
6.0,156.0,61.2852,0.0787,674.7625,0.0263,3.7988,193.0,245.0,223.625,-3.6381863397984175,17.74625375,0.11075129533678756
5.0,199.0,96.9922,0.076,714.3752,0.0296,3.745,155.0,240.0,186.7305,-3.5199809176521217,21.14550592,0.3436741935483871
14.3891,64.265,43.6695,4.2875,30.9708,0.1009,2.4528,-7.1672,25.9487,3.2421,-2.2936253516225737,3.12495372,-3.1681270231052565
1.0,16.0,1.8672,0.0016,1.2667,0.5557,0.7771,245.0,251.0,249.6602,-0.5875266986962615,0.70390519,0.0054685714285714155
5.0,166.0,53.875,0.1003,1156.6749,0.0208,4.0542,164.0,241.0,211.7656,-3.8728022922748657,24.05883792,0.1782585365853658
5.3599,71.7894,27.0874,3.7792,28.7708,0.1144,2.3996,-90.0778,35.4914,-12.573,-2.16805420003644,3.29137952,-0.5335876320247608
4.07,21.9135,5.7882,0.8208,4.6208,0.5356,1.083,35.9152,41.7633,40.5009,-0.6243676651651197,2.47490048,0.03514946317993495
70.2845,102.3168,86.8827,1.8083,6.325,0.2016,1.7687,-105.205,-77.2051,-92.465,-1.6014697427849236,1.27512,-0.1450491896772967
90.7078,105.3266,98.034,1.475,4.375,0.2298,1.6205,-112.9784,-95.8417,-106.5866,-1.4705459135674817,1.005375,-0.09510579013333524
3.0,61.0,7.625,0.0086,33.9667,0.32,1.6409,221.0,247.0,244.2461,-1.1394342831883648,10.869344000000002,0.01246108597285062
9.2296,89.8479,47.7626,7.6875,99.7042,0.0576,2.9932,-13.8821,31.4233,4.1091,-2.854232711280292,5.74296192,-1.9675841551350304
5.0,94.0,18.4922,0.045,292.7584,0.0496,3.29,208.0,252.0,243.1445,-3.0037644452512557,14.52081664,0.04257451923076926
7.0,173.0,57.7227,0.0826,740.6124,0.0241,3.8884,165.0,246.0,212.5938,-3.7255434384855284,17.84875884,0.20246181818181827
39.972,104.8966,75.2736,3.5292,20.8875,0.1154,2.2873,-98.9616,-43.8365,-74.5549,-2.1593509249081384,2.4104175,-0.31040726908214905
53.9459,86.8381,71.1469,1.6875,6.3292,0.2168,1.7474,-99.978,-75.9472,-88.1712,-1.5287800094166462,1.37217056,-0.12226689871771795
6.2198,86.4082,53.1229,5.4458,68.5292,0.0899,2.7171,-7.9597,33.3599,6.0865,-2.4090573375045627,6.16077508,-3.426435669686044
7.0,91.0,25.6641,0.0403,266.9459,0.065,3.1878,192.0,237.0,225.2227,-2.7333680090865,17.3514835,0.06134010416666665
4.715,17.3989,8.0337,0.6792,1.8208,0.4659,1.0928,0.8227,33.7879,28.8613,-0.7637842601593859,0.84831072,5.9883311048985055
31.1577,122.3102,79.375,6.5833,76.2833,0.0722,2.8553,-18.6017,-4.811,-13.1366,-2.6283152330833564,5.50765426,-0.44757199610788256
12.2393,77.3789,43.8786,8.075,104.9333,0.0557,3.0153,-20.0152,26.392,2.4684,-2.887775132048899,5.84478481,-1.1952715935888725
1.0,2.0,1.1719,0.0006,0.1417,0.7568,0.408,249.0,252.0,250.4336,-0.2786562612444685,0.10723856,0.0062907630522087855
7.0,162.0,61.1367,0.0991,1058.4084,0.0233,3.9605,176.0,246.0,218.5977,-3.7593019184104817,24.66091572,0.15569488636363635
4.0,173.0,30.6953,0.0678,651.0917,0.0334,3.6701,183.0,243.0,228.8125,-3.3991993789994823,21.74646278,0.07752732240437159
5.1449,58.0305,18.7912,5.6167,64.025,0.0873,2.7221,-69.8375,33.7879,4.0693,-2.4384048161365803,5.589382500000001,-0.4255392876320029
23.2034,110.4862,55.6548,7.325,100.5417,0.0658,2.9388,-93.405,-6.3784,-63.5816,-2.721135440650865,6.6156438600000005,-0.6124211765965419
18.0,212.0,98.7695,0.1092,1211.0083,0.019,4.097,166.0,240.0,196.5781,-3.963316299815697,23.0091577,0.26157771084337345
9.0,178.0,84.1758,0.0927,939.0333,0.0223,3.9821,150.0,232.0,190.4453,-3.8031686005160643,20.94044259,0.2770313333333333
4.9299,73.7242,27.1688,5.2167,43.6333,0.0871,2.5979,-69.0443,40.1082,-3.3895,-2.4406983951236803,3.80046043,-0.6299969729579413
2.0,7.0,2.4609,0.0006,0.225,0.7596,0.4502,245.0,247.0,246.8438,-0.2749633000440061,0.17090999999999998,0.0006375510204082145
10.0,174.0,81.0234,0.1048,1070.6042,0.0192,4.0528,166.0,245.0,207.6992,-3.9528449999484017,20.55560064,0.22470361445783135
7.0,166.0,72.0156,0.1129,1359.3418,0.0212,4.0516,159.0,237.0,196.4023,-3.8537540973041695,28.81804616,0.2553314465408805
7.0,179.0,52.6797,0.0886,951.0167,0.0244,3.9361,170.0,247.0,223.1133,-3.7131721466829815,23.204807480000003,0.14050999999999994
4.0,65.0,15.9688,0.0236,84.4083,0.0863,2.7662,227.0,246.0,241.2344,-2.449925680892755,7.284436289999999,0.02099383259911897
7.0,152.0,29.6172,0.0472,336.2209,0.0535,3.3347,166.0,236.0,222.5391,-2.928073625080176,17.98781815,0.08108975903614464
4.0,205.0,60.3398,0.1163,1624.7832,0.0201,4.1574,163.0,240.0,213.7813,-3.907035463917107,32.65814232,0.16085092024539885
84.6883,100.812,92.8979,1.1583,3.0083,0.2802,1.4519,-110.6983,-92.4445,-100.5983,-1.2722516450792305,0.84292566,-0.07365786105116329
8.0,108.0,30.5391,0.0483,282.3375,0.0403,3.4068,186.0,245.0,231.1719,-3.2114038100295,11.37820125,0.07434462365591403
6.0048,115.4307,31.7137,7.5958,110.5292,0.0651,2.9518,-47.5131,36.7603,2.6461,-2.731830729767613,7.195450920000001,-0.7179956685629858
8.0,144.0,57.7969,0.0894,849.5167,0.0241,3.9295,182.0,245.0,216.5,-3.7255434384855284,20.47335247,0.1565934065934066
60.3953,113.2809,88.2154,8.0125,100.7458,0.0596,2.9529,-22.0145,-9.0217,-17.0107,-2.820099704910833,6.0044496800000005,-0.3628971814031661
15.0341,73.0793,46.7272,2.7375,13.9792,0.1522,2.0807,-81.4919,14.5413,-41.9865,-1.8825598335545517,2.12763424,-0.6936615786354227
8.3696,127.2548,57.5401,12.2583,268.6667,0.0388,3.4385,-8.7556,32.5014,13.1858,-3.2493350323529087,10.42426796,-2.206085248298232
13.0,179.0,72.4375,0.0683,555.1417,0.0308,3.7069,157.0,240.0,203.4766,-3.480240589002608,17.09836436,0.23263312101910835
2.0,214.0,32.957,0.0554,636.8,0.0981,3.1897,164.0,252.0,233.6875,-2.32176791241082,62.47008,0.11166158536585366
15.0,190.0,82.2031,0.0769,628.6542,0.0249,3.8413,157.0,231.0,192.8516,-3.6928874755114753,15.653489579999995,0.24298343949044596
3.0,134.0,26.1445,0.0622,540.1666,0.0364,3.6032,174.0,246.0,231.3125,-3.3131865043394417,19.662064240000007,0.08441091954022989
2.0,185.0,18.1641,0.0378,654.4459,0.2575,2.1963,173.0,249.0,239.7891,-1.3567355588783463,168.51981925,0.05324219653179196
14.3891,98.2322,64.3893,6.3083,77.3667,0.0756,2.8063,-27.2694,19.1819,-7.6649,-2.58229899579665,5.84892252,-0.9845027760053392
28.148000000000003,91.1378,60.895,3.3792,20.7375,0.1246,2.2614,-86.8425,-12.2468,-61.7964,-2.082646672628784,2.5838925,-0.5705685580217059
5.3599,72.8643,23.3193,5.275,63.0917,0.1037,2.6495,-14.1561,33.3599,23.4338,-2.2662531637466548,6.5426092900000015,-0.7011888867696613
8.1547,82.3235,39.0617,6.6708,87.8042,0.0711,2.8861,-77.2051,32.2862,-29.5083,-2.6436679421729417,6.242878619999999,-0.8003940154212611
24.0633,136.069,78.6747,10.6,184.8833,0.0466,3.2497,-17.7593,17.1071,-1.1183,-3.0661547378505367,8.61556178,-1.026245403816592
5.0,113.0,32.5391,0.0529,369.7042,0.0396,3.4721,196.0,249.0,232.8633,-3.2289261607217012,14.64028632,0.08233010204081627
6.4348,68.5646,27.7928,7.6583,94.9167,0.0587,2.9915,-53.0321,35.7034,-4.4507,-2.8353155521480864,5.5716102900000015,-0.7571659428911923
7.0798,44.0567,21.3601,4.425,36.825,0.0985,2.5316,-67.082,28.3751,-12.9812,-2.3176987308040937,3.627262500000001,-0.6165036820607614
72.8643,93.0726,81.5484,1.3292,3.8792,0.2551,1.5298,-114.1375,-90.5473,-107.788,-1.3660996538343713,0.98958392,-0.15105202058920153
5.0,187.0,41.5664,0.0793,893.1374,0.0316,3.7545,178.0,250.0,226.4102,-3.4545981583892704,28.22314184,0.1325269662921348
17.0,157.0,68.3047,0.056,342.5375,0.0335,3.544,157.0,227.0,196.1602,-3.396209840151116,11.475006250000002,0.19643184713375794
5.3599,142.0885,38.0196,8.4625,171.7625,0.0989,2.9376,-7.431,38.4406,23.9195,-2.3136460403534707,16.987311249999998,-1.9541246131072543
5.7899,60.3953,27.7668,5.7708,56.8708,0.0758,2.7455,-76.7844,33.1456,-19.415,-2.579656986333811,4.310806640000001,-0.6845218560020003
2.0,40.0,8.4336,0.0237,77.6583,0.0811,2.7910000000000004,217.0,250.0,246.1094,-2.5120723178607696,6.29808813,0.017929032258064546
4.0,141.0,46.6445,0.0921,944.8917,0.0226,3.9616,167.0,243.0,217.5547,-3.789805372703897,21.35455242,0.15236706586826348
7.0,122.0,29.9023,0.0601,441.9375,0.0378,3.5419,197.0,246.0,232.6328,-3.275446176356595,16.7052375,0.06785380710659898
71.1444,81.4636,77.8568,0.1833,0.2,0.7085,0.4972,-92.9238,-81.0565,-88.0869,-0.3446052198514019,0.14170000000000002,-0.07565768941864194
4.0,5.0,4.6016,0.0008,0.2042,0.675,0.5061,245.0,247.0,245.9844,-0.3930425881096072,0.13783499999999999,0.004145306122449005
16.109,92.6426,60.9193,7.9375,103.1375,0.0553,3.0207,-15.8096,22.5934,-3.9699,-2.894982370453848,5.70350375,-1.6802006375872889
2.0,196.0,32.7188,0.08800000000000001,1245.0417,0.0296,3.8102,176.0,250.0,234.0039,-3.5199809176521217,36.85323432,0.09088693181818187
6.0,167.0,65.9844,0.0916,917.9167,0.0229,3.9592,159.0,240.0,204.5313,-3.776618368421943,21.02029243,0.22307358490566045
38.8971,85.9782,60.3231,3.2458,19.0125,0.1241,2.2546,-86.8425,-42.8494,-63.9598,-2.086667586771576,2.35945125,-0.2430883495984109
94.0,217.0,166.1563,0.0369,148.7292,0.0494,3.1681,187.0,203.0,192.6133,-3.0078048547882603,7.347222479999999,0.05554385026737963
35.6724,75.0141,60.8925,1.7917,5.575,0.2011,1.7107,-96.9562,-22.302,-84.5701,-1.6039529822035308,1.1211325,-0.6422291715228113
7.0,174.0,45.5234,0.0802,732.45,0.0264,3.8021,159.0,236.0,215.5273,-3.6343912688298663,19.336679999999998,0.12875911949685534
13.0,178.0,91.9688,0.1058,1085.3584,0.0202,4.0505,149.0,233.0,183.2969,-3.9020726745749776,21.92423968,0.3335778523489933
10.9494,56.5257,32.3209,2.325,10.5583,0.1649,1.9956,-83.2494,14.0712,-40.9426,-1.8024160494165842,1.7410636699999995,-0.6608311891737357
20.4086,68.5646,42.5669,1.4333,4.325,0.2452,1.5884,-89.6102,-12.7902,-53.6055,-1.4056810749200808,1.0604900000000002,-0.4554760507174406
41.0,197.0,143.6289,0.0586,383.4459,0.0343,3.5625,153.0,217.0,161.1641,-3.3726099248102432,13.152194369999998,0.3649405228758171
5.7899,96.0824,28.8324,7.9125,124.7708,0.066,3.0231,-0.4426,33.7879,21.6929,-2.718100536955712,8.2348728,-27.327157704473567
12.0,153.0,61.3789,0.087,804.0458,0.0246,3.8746,182.0,244.0,218.8906,-3.70500883604382,19.77952668,0.13796373626373626
49.4312,100.597,82.1043,3.9792,29.0875,0.1062,2.4289,-15.533,-2.4852,-12.0411,-2.2424311701742985,3.0890925,-0.6151998969934979
5.5749,69.6396,23.8316,6.5458,78.8375,0.0747,2.8516,-50.9376,37.6021,7.4824,-2.5942751868433653,5.889161250000001,-0.5913058330192236
39.1121,85.7632,62.1521,2.9417,16.65,0.1359,2.1923,-103.0842,-58.0431,-82.2621,-1.995835957825039,2.262735,-0.23494386142590235
75.0141,103.3918,88.7192,1.6833,6.0583,0.2157,1.7233,-106.2813,-75.1155,-97.4645,-1.5338667255870264,1.30677531,-0.21028158293133412
9.0,149.0,52.8516,0.069,545.2167,0.0307,3.6996,160.0,236.0,207.9727,-3.483492624388985,16.73815269,0.17517062499999994
3.0,203.0,52.6992,0.0741,917.8332,0.0527,3.5812,173.0,254.0,226.7539,-2.9431398234348203,48.36980964,0.15749190751445094
3.0,153.0,19.3945,0.0287,238.55,0.1743,2.5138,173.0,242.0,232.1445,-1.7469773264561617,41.57926500000001,0.05696820809248559
44.4866,140.5837,81.8751,8.2083,114.325,0.062,2.994,-24.913,8.097000000000001,-14.8237,-2.7806208939370456,7.08815,-0.9200297033677198
58.6755,136.929,92.7123,2.2167,14.4167,0.2033,1.9291,-110.6983,-54.8014,-98.075,-1.5930725583478358,2.9309151100000004,-0.3909147656287405
83.3984,101.4569,91.9548,1.1542,2.9125,0.2777,1.4403,-109.0203,-91.9673,-102.4637,-1.2812138846693832,0.80880125,-0.09627931678779098
54.8058,85.3333,72.8056,0.825,1.525,0.3476,1.1977,-96.9562,-51.981,-80.9855,-1.0567028855909,0.53009,-0.2991505442663801
26.2132,105.7566,77.0153,4.6417,39.1083,0.0953,2.5632,-12.5183,12.4169,-8.7951,-2.3507254683219805,3.72702099,-1.6944792823306678
3.0,88.0,14.2539,0.0292,141.65,0.0786,2.9199,210.0,250.0,242.3477,-2.543383579546976,11.13369,0.0364395238095238
1.0,2.0,1.3086,0.0006,0.1583,0.7335,0.4369,249.0,254.0,250.625,-0.3099276813991006,0.11611305,0.01355421686746988
9.0,152.0,51.8789,0.065,476.425,0.0308,3.6783,169.0,243.0,215.7852,-3.480240589002608,14.67389,0.1610343195266272
4.07,155.6324,35.706,5.0125,87.7875,0.1317,2.5104,-45.1629,40.7304,2.7587,-2.0272286702329017,11.56161375,-0.8407719610565311
17.0,159.0,80.0039,0.0889,837.4585,0.0226,3.9261,172.0,240.0,207.0781,-3.789805372703897,18.9265621,0.1914063953488372
2.0,5.0,3.0039,0.0006,0.1792,0.7368,0.4623,247.0,249.0,248.0234,-0.30543879404104,0.13203456,0.003953846153846116
4.07,91.1378,9.3614,1.8625,32.1875,0.5939,1.1578,2.5796,40.7304,36.7213,-0.5210443239603225,19.11615625,1.5541556830516372
6.0048,128.3297,33.4705,7.75,120.8667,0.0672,3.0057,-29.0595,37.6021,21.1386,-2.700082031453033,8.122242239999999,-0.5665445035186428
76.304,84.6883,79.8756,0.2542,0.2958,0.6334,0.6135,-110.6983,-102.5603,-106.0314,-0.4566531448775977,0.18735972,-0.03135639842707618
70.7145,88.773,80.3366,0.8708,1.7792,0.3411,1.2383,-111.2637,-94.3734,-105.1244,-1.0755795895575369,0.60688512,-0.09662630309795547
46.8515,78.6688,67.6426,1.5917,4.525,0.2197,1.6308,-97.9544,-53.7371,-82.02799999999998,-1.5154922995915725,0.9941425000000002,-0.2888170413988549
3.2101,58.4605,6.9009,2.075,20.1,0.3727,1.6433,23.9421,42.1752,40.4549,-0.9869814724969244,7.49127,0.07185251084908988
55.0,190.0,113.5586,0.0589,387.3833,0.0358,3.5328,47.0,148.0,102.4922,-3.3298073855754824,13.86832214,0.9682510638297872
4.0,99.0,23.6602,0.0414,313.9875,0.0876,3.0892,193.0,249.0,236.5078,-2.4349742810397914,27.505305,0.0647264248704663
10.0,142.0,60.3281,0.084,721.7125,0.0253,3.8436,180.0,245.0,217.918,-3.6769508832486624,18.25932625,0.1504555555555555
4.285,35.8874,8.9466,2.4792,24.1792,0.2926,1.8261,-2.7422,39.9005,35.4758,-1.2289487903961132,7.074833920000001,-1.6135584567135883
8.0,147.0,54.0781,0.0931,994.0626,0.0233,3.9681,183.0,237.0,216.8086,-3.7593019184104817,23.16165858,0.11033551912568297
6.4348,58.6755,18.9533,5.0417,43.6,0.0861,2.6023,-76.3651,33.7879,-3.4208,-2.4522458675484518,3.75396,-0.4872474468048886
5.3599,77.8089,39.993,4.8208,41.1792,0.0891,2.6033,-8.4899,33.7879,7.8895,-2.4179959445053734,3.66906672,-3.0504952944086505
94.7925,139.5087,114.963,4.1125,27.9625,0.1011,2.4314,-103.0842,-38.3266,-67.1429,-2.291645152955712,2.82700875,-0.2795413846156831
4.07,77.3789,13.504,4.5708,76.0125,0.2297,2.2597,16.4106,40.7304,36.9745,-1.4709811692870844,17.46007125,0.22887036427674826
7.2947,131.3394,45.1543,9.575,150.0583,0.0475,3.1857,-62.4872,34.8542,2.5957,-3.047025567941541,7.12776925,-0.5162417263055473
5.0,197.0,75.7148,0.093,921.6041,0.0224,3.9613,187.0,249.0,215.5391,-3.798694320121143,20.64393184,0.1789352941176471
90.0629,113.7109,100.0217,2.05,7.7,0.17800000000000002,1.8602,-109.0203,-87.7579,-102.829,-1.7259717286900518,1.3706000000000005,-0.1382412266339387
7.0,95.0,26.582,0.0404,237.7333,0.0532,3.2457,196.0,246.0,233.4375,-2.9336968826345378,12.64741156,0.06409438775510204
16.754,111.3461,69.8923,6.475,71.775,0.0686,2.8373,-82.8076,11.2265,-49.7556,-2.6794627442502974,4.923765,-0.7364311971364949
23.2034,82.3235,57.4057,3.7083,25.1,0.1103,2.3852,-10.0901,15.2443,-1.9823,-2.2045513527226803,2.7685299999999997,-1.7072774303525242
10.5195,112.851,53.1338,8.225,120.6583,0.0547,3.0660000000000003,-3.5153,29.4689,8.1949,-2.9058915695542016,6.60000901,-6.051830569225956
2.0,2.0,2.0,0.0,0.0,1.0,0.0,248.0,250.0,249.1523,0.0,0.0,0.0034181451612903357
6.2198,75.874,29.2011,7.4333,92.7167,0.061,2.9521,8.097000000000001,33.1456,23.8285,-2.7968814148088263,5.6557187,1.1506854390515011
76.089,96.0824,86.8675,0.9667,2.1333,0.3128,1.3159999999999998,-100.4897,-78.0507,-95.5526,-1.162191270310981,0.6672962400000001,-0.1741661085663505
90.2778,108.9813,97.0221,1.625,5.575,0.2182,1.7111,-111.8321,-92.9238,-104.4982,-1.5223432055831665,1.216465,-0.10349801175154537
25.0,212.0,124.1836,0.123,1529.4249,0.0177,4.1849,157.0,226.0,177.9297,-4.034190639402354,27.07082073,0.3061802547770701
74.5841,118.6555,99.2836,3.15,18.2583,0.1294,2.2242,-103.6105,-33.0082,-74.0499,-2.044846896915337,2.36262402,-0.3961152585886565
7.0,115.0,30.7227,0.0492,327.5625,0.0499,3.3836,187.0,245.0,229.8906,-2.997734276224664,16.34536875,0.08079893048128339
76.734,91.7827,84.1861,1.0208,2.4375,0.3043,1.3699,-111.8321,-95.8417,-104.2061,-1.1897412220792116,0.7417312500000001,-0.07479426747776358
5.7899,103.8217,50.7682,6.325,75.025,0.0768,2.7947,-33.6245,37.3919,11.4488,-2.5665506388285104,5.76192,-0.7715534803491503
4.285,79.3138,21.7934,3.3792,24.5542,0.1357,2.2731,-58.4081,40.3158,11.0575,-1.9973087121413136,3.33200494,-0.5009288095315548
5.0,169.0,39.3125,0.07200000000000001,868.6791,0.0431,3.6115,77.0,237.0,203.2266,-3.1442322818724353,37.44006921,0.4386155844155845
3.0,169.0,57.9648,0.0844,802.8417,0.0263,3.8562,153.0,237.0,203.0938,-3.6381863397984175,21.11473671,0.22160915032679745
90.0629,105.3266,96.2696,1.5375,4.8208,0.2266,1.6505,-110.6983,-101.0037,-106.2324,-1.4845689303882312,1.09239328,-0.04723378769140992
5.0,199.0,90.0664,0.105,1170.2292,0.0201,4.0665,151.0,235.0,187.7969,-3.907035463917107,23.52160692,0.31260331125827817
2.0,63.0,5.0859,0.0097,47.8208,0.3764,1.6109,220.0,249.0,246.8516,-0.9771028712709124,17.99974912,0.009765454545454588
48.7863,113.7109,83.7763,3.2667,21.1667,0.1276,2.2809,-115.9012,-48.1916,-94.4526,-2.058854908071448,2.70087092,-0.3991416827435781
6.0,199.0,74.3047,0.0856,861.6916,0.0239,3.8904,159.0,239.0,197.3828,-3.7338768200446717,20.59442924,0.2617433962264151
5.1449,20.8386,6.9907,0.6042,2.1042,0.5037,1.0168,1.0746,36.5493,33.3691,-0.6857744262305322,1.05988554,2.959426763446863
5.1449,61.0403,11.6549,3.2292,38.6042,0.2142,2.1282,5.4082,34.215,30.6186,-1.5408451209684886,8.26901964,0.6649902000665661
